Interest Group,Year,State,Candidate,Election Outcome,Election Type,Party,Incumbent,Office,Contribution
SEATTLE GAY NEWS,2002,IN,"FERNANDEZ, JOHN",Lost-General,Standard,DEMOCRATIC,Open,SECRETARY OF STATE,1000.00
SEATTLE GAY NEWS,2004,IN,"LIGGETT, RON",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 033,1000.00
SEATTLE GAY NEWS,2004,IN,"HOGSETT, JOSEPH H",Lost-General,Standard,DEMOCRATIC,Challenger,ATTORNEY GENERAL,1000.00
SEATTLE GAY NEWS,2004,IN,"CRAWFORD, WILLIAM A",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 098,1000.00
SEATTLE GAY NEWS,2004,IN,"DICKINSON, MAE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 095,1000.00
SEATTLE GAY NEWS,2004,IN,"HARRIS SR, EARL L",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 002,1000.00
SEATTLE GAY NEWS,2004,IN,"KUZMAN, ROBERT D",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 019,1000.00
SEATTLE GAY NEWS,2004,IN,"STILWELL, RUSELL L",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 074,1000.00
SEATTLE GAY NEWS,2004,IN,"MICON, JOE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 026,600.00
SEATTLE GAY NEWS,2008,IN,"DEKEMPER, STEPHANIE",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 092,500.00
SEATTLE GAY NEWS,2010,IN,"ERRINGTON, SUE E",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 026,500.00
SEATTLE GAY NEWS,2010,IN,"KUNZER, JOHN",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 088,500.00
SEATTLE GAY NEWS,2012,IN,"SULLIVAN, MARY ANN",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 036,500.00
SEATTLE GAY NEWS,2012,IN,"BARNES, JOHN",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 032,500.00
SEATTLE GAY NEWS,2012,IN,"DELANEY, TIM",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 030,500.00
SEATTLE GAY NEWS,2004,IN,"BREAUX, BILLIE J",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 034,500.00
SEATTLE GAY NEWS,2004,IN,"HOWARD, GLENN L",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 033,500.00
SEATTLE GAY NEWS,2004,IN,"LAWSON, LINDA C",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 001,500.00
SEATTLE GAY NEWS,2004,IN,"MAHERN, EDMUND M",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 097,500.00
SEATTLE GAY NEWS,2004,IN,"MOSES JR, WINFIELD C",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 081,500.00
SEATTLE GAY NEWS,2004,IN,"PIERCE, MATT",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 061,500.00
SEATTLE GAY NEWS,2004,IN,"ROGERS, EARLINE S",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 003,500.00
SEATTLE GAY NEWS,2004,IN,"SIMPSON, VI",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 040,500.00
SEATTLE GAY NEWS,2006,IN,"LANANE, TIM",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 025,500.00
SEATTLE GAY NEWS,2008,IN,"BARNES, JOHN",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 089,500.00
SEATTLE GAY NEWS,2008,IN,"SULLIVAN, MARY ANN",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 097,500.00
SEATTLE GAY NEWS,2012,IN,"DELANEY, EDWARD O",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 086,500.00
SEATTLE GAY NEWS,2018,IN,"FORD, J D",Won-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 029,500.00
SEATTLE GAY NEWS,2018,IN,"TRITCH, COURTNEY",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT IN 003,250.00
SEATTLE GAY NEWS,2018,IN,"WATSON, LIZ",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT IN 009,250.00
SEATTLE GAY NEWS,2018,IN,"CAMP, DEREK",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 031,250.00
SEATTLE GAY NEWS,2018,IN,"HARDCASTLE, EDIE",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 049,250.00
SEATTLE GAY NEWS,2018,IN,"LANNAN, JOSEPH (JOE)",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 063,250.00
SEATTLE GAY NEWS,2018,IN,"MARSILI, E THOMASINA",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 046,250.00
SEATTLE GAY NEWS,2018,IN,"GILL, POONAM",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 088,250.00
SEATTLE GAY NEWS,2004,IN,"TINCHER, VERN",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 046,0.00
SEATTLE GAY NEWS,1994,OR,"KITZHABER, JOHN A",Won-General,Standard,DEMOCRATIC,Open,GOVERNOR,4000.00
SEATTLE GAY NEWS,1994,OR,"SHIBLEY, GAIL",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 012,3500.00
SEATTLE GAY NEWS,1994,OR,"RASMUSSEN, KARSTEN",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 022,3000.00
SEATTLE GAY NEWS,1994,OR,"SIMANTEL, MARCUS",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 003,3000.00
SEATTLE GAY NEWS,1994,OR,"JOHNSTON, BRYAN M",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 031,3000.00
SEATTLE GAY NEWS,1994,OR,"AYERS, JEAN",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 008,2750.00
SEATTLE GAY NEWS,1994,OR,"WOOTEN, CYNTHIA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 041,2650.00
SEATTLE GAY NEWS,1994,OR,"SMITH, TRICIA",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 017,2300.00
SEATTLE GAY NEWS,1994,OR,"SCHRADER, WALTER (KURT)",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 023,2275.00
SEATTLE GAY NEWS,1994,OR,"SHIELDS, FRANK W",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 016,2250.00
SEATTLE GAY NEWS,1994,OR,"EIGHMEY, GEORGE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 014,2100.00
SEATTLE GAY NEWS,1994,OR,"BROWN, KATE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 013,2025.00
SEATTLE GAY NEWS,1994,OR,"MCTEAGUE, DAVID",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 012,2000.00
SEATTLE GAY NEWS,1994,OR,"DELL, MARILYN",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 029,1500.00
SEATTLE GAY NEWS,1994,OR,"IVEY, CHUCK",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 043,1500.00
SEATTLE GAY NEWS,1994,OR,"VREDENBURG, HANK",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 038,1500.00
SEATTLE GAY NEWS,1994,OR,"UHERBELAU, JUDITH H",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 052,1500.00
SEATTLE GAY NEWS,1994,OR,"SHOOK, BOB",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 003,1350.00
SEATTLE GAY NEWS,1994,OR,"GILLISPIE, SAM",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 025,1250.00
SEATTLE GAY NEWS,1994,OR,"IRWIN, CRAIG",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 006,1250.00
SEATTLE GAY NEWS,1994,OR,"SORENSON, PETER",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 020,1250.00
SEATTLE GAY NEWS,1994,OR,"TROW, CLIFF",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 018,1100.00
SEATTLE GAY NEWS,1994,OR,"CARPENTER, CHUCK",Lost-General,Standard,REPUBLICAN,Open,HOUSE DISTRICT 007,1050.00
SEATTLE GAY NEWS,1994,OR,"WATTS, JAY",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 014,1000.00
SEATTLE GAY NEWS,1994,OR,"CORCORAN, TONY",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 044,1000.00
SEATTLE GAY NEWS,1994,OR,"WYLIE, SHARON L",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 022,1000.00
SEATTLE GAY NEWS,1994,OR,"BRIAN, TOM",Won-General,Standard,REPUBLICAN,Incumbent,HOUSE DISTRICT 009,750.00
SEATTLE GAY NEWS,1994,OR,"ROSS, BARBARA",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 035,750.00
SEATTLE GAY NEWS,1994,OR,"THOMPSON, TERRY",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 004,750.00
SEATTLE GAY NEWS,1994,OR,"HAUCK, STEVE",Lost-Primary,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 052,500.00
SEATTLE GAY NEWS,1994,OR,"ATKINS, JEANNE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 007,500.00
SEATTLE GAY NEWS,1994,OR,"DWYER, WILLIAM",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 021,500.00
SEATTLE GAY NEWS,1994,OR,"FAHEY SR, MIKE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 017,500.00
SEATTLE GAY NEWS,1994,OR,"LEHMAN, MIKE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 047,500.00
SEATTLE GAY NEWS,1994,OR,"NAITO, LISA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 015,500.00
SEATTLE GAY NEWS,1994,OR,"CALOURI, TED",Lost-Primary,Standard,REPUBLICAN,Open,SENATE DISTRICT 003,350.00
SEATTLE GAY NEWS,1994,OR,"EDMUNSON, JIM",Lost-General,Standard,DEMOCRATIC,Unknown,HOUSE DISTRICT 039,250.00
SEATTLE GAY NEWS,1994,OR,"FEDERICI, TONY",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 001,250.00
SEATTLE GAY NEWS,1994,OR,"JOSI, TIM",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 002,250.00
SEATTLE GAY NEWS,1994,OR,"PIERCY, KITTY",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 039,250.00
SEATTLE GAY NEWS,1994,OR,"PROZANSKI JR, FLOYD F",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 040,250.00
SEATTLE GAY NEWS,1996,OR,"BIGGS, PATRICIA",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 004,200.00
SEATTLE GAY NEWS,1996,OR,"CIVILETTI, TOM",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 025,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"PARTINGTON, CHUCK",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 022,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"RASMUSSEN, STU",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 015,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"WORK, ELLI",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 054,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"DECKERT, RYAN",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 008,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"JOHNSTON, BRYAN M",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 031,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"SCHRADER, WALTER (KURT)",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 023,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"UHERBELAU, JUDITH H",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 052,200.00
EQUALITY NEW HAMPSHIRE,1996,OR,"DIXON, FRANK",Lost-Primary,Standard,DEMOCRATIC,Open,SENATE DISTRICT 006,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"FORD, MARY ALICE",Lost-Primary,Standard,REPUBLICAN,Open,HOUSE DISTRICT 008,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"CAMPBELL, KEVIN",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 028,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"FITZ, MICHAEL A",Lost-General,Standard,REPUBLICAN,Open,SENATE DISTRICT 008,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"ISHAM, DELL",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 002,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"SHOOK, BOB",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 007,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"SIMANTEL, MARCUS",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 003,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"STRATTON, KAREN",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 006,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"ADAMS, RON",Won-General,Standard,REPUBLICAN,Incumbent,HOUSE DISTRICT 027,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"BEYER, LESLEE (LEE)",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 042,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"BOWMAN, JO ANN A",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 019,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"BROWN, KATE",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 007,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"CARPENTER, CHUCK",Won-General,Standard,REPUBLICAN,Open,HOUSE DISTRICT 007,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"COURTNEY, PETER",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 033,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"DEVLIN, RICHARD",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 024,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"EDWARDS, RANDALL",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 015,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"EIGHMEY, GEORGE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 014,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"FAHEY SR, MIKE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 017,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"HILL, JIM",Won-General,Standard,REPUBLICAN,Open,HOUSE DISTRICT 005,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"PIERCY, KITTY",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 039,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"ROSS, BARBARA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 035,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"SHIELDS, FRANK W",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 016,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"TAYLOR, JACQUELINE",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 001,100.00
EQUALITY NEW HAMPSHIRE,1996,OR,"WOOTEN, CYNTHIA",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 041,100.00
EQUALITY NEW HAMPSHIRE,1994,OR,"VAN LOO, GINNY",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 010,0.00
EQUALITY NEW HAMPSHIRE,2010,SD,"MURSCHEL, CASEY",Lost-Primary,Standard,REPUBLICAN,Challenger,HOUSE DISTRICT 012,6000.00
EQUALITY NEW HAMPSHIRE,2008,SD,"KNIFFEN, GREGORY S",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 012,4250.00
EQUALITY NEW HAMPSHIRE,2008,SD,"NESSELHUF, BEN (B J)",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 017,2500.00
EQUALITY NEW HAMPSHIRE,2008,SD,"FINCH, DENNIS W",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 033,2000.00
EQUALITY NEW HAMPSHIRE,2010,SD,"ODONNELL, ANGIE BUHL",Won-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 015,2000.00
EQUALITY NEW HAMPSHIRE,2012,SD,"ODONNELL, ANGIE BUHL",Won-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 015,2000.00
EQUALITY NEW HAMPSHIRE,2014,SD,"PAGE, ROBIN A",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 033,2000.00
EQUALITY NEW HAMPSHIRE,2008,SD,"ABRAHAMSON, ERIC",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 032,1500.00
EQUALITY NEW HAMPSHIRE,2010,SD,"MERCHANT, PAMELA K",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 007,1500.00
EQUALITY NEW HAMPSHIRE,2010,SD,"GREEN, SHARON",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 035,1500.00
EQUALITY NEW HAMPSHIRE,2008,SD,"KILLER, KEVIN",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 027,1500.00
EQUALITY NEW HAMPSHIRE,2010,SD,"FARGEN, MITCHELL",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 008,1500.00
EQUALITY NEW HAMPSHIRE,2010,SD,"HUNHOFF, BERNIE",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 018,1500.00
EQUALITY NEW HAMPSHIRE,2010,SD,"PETERS, DEBORAH",Won-General,Standard,REPUBLICAN,Open,SENATE DISTRICT 009,1500.00
EQUALITY NEW HAMPSHIRE,2008,SD,"GIEBINK, MARY ANN",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 010,1250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"NEMEC, NICHOLAS (NICK)",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 023,1250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"HATCH, TRUDI",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 009,1000.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"VANDERLINDE, MARTHA",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 015,1000.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"AHLERS, DAN",Lost-General,Standard,DEMOCRATIC,Incumbent,SENATE DISTRICT 025,1000.00
TARRANT COUNTY STONEWALL DEMOCRATS,2012,SD,"POND, JAY",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 035,1000.00
TARRANT COUNTY STONEWALL DEMOCRATS,2012,SD,"MCGRATH, MATT",Lost-General,Standard,INDEPENDENT,Open,SENATE DISTRICT 033,1000.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"BLAKE, SUSAN",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 013,1000.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"FEINSTEIN, MARC S",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 014,750.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"HAWLEY, SPENCER",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 007,750.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"LUCAS, LARRY J",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 026A,700.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"STEVENS, BOB",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 014,625.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"BROWN, DICK",Lost-Primary,Standard,REPUBLICAN,Open,HOUSE DISTRICT 030,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"COLLIER, CAITLIN F",Lost-Primary,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 017,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"OCONNOR, JANELLE M",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 016,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"WOJAHN, BETHANY",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 032,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"DUNN, JEFF",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 005,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"SOLBERG, DARRELL D",Lost-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 011,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"CIHAK, NORM",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 021,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"PARKER, MATT",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 013,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"ENGELS, RICHARD A",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 009,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"FARGEN, MITCHELL",Won-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 008,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"NELSON, THOMAS R",Won-General,Standard,REPUBLICAN,Open,SENATE DISTRICT 031,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"THOMPSON, BILL",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 013,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"FEINSTEIN, MARC S",Won-General,Standard,DEMOCRATIC,Incumbent,HOUSE DISTRICT 014,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"CUTLER, JONI CLARK",Won-General,Standard,REPUBLICAN,Open,SENATE DISTRICT 014,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2014,SD,"ROBINSON, CORINNA",Lost-General,Standard,DEMOCRATIC,Challenger,US HOUSE DISTRICT SD 001,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2014,SD,"WISMER, SUSAN M & BLAKE, SUSY",Lost-General,Standard,DEMOCRATIC,Challenger,GOVERNOR / LIEUTENANT GOVERNOR,500.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"YOUNG, DON",Lost-Primary,Standard,REPUBLICAN,Open,HOUSE DISTRICT 030,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"ROSDAHL, MATT",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 004,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"SCHUELKE, PEGGY",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 004,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"BRANDT, LINDA A",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 007,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"AHLERS, DAN",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 025,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"HEIDELBERGER, CORY ALLEN",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 003,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"TYLER, KATHY",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 004,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2016,SD,"BARTH, JEFF",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 025,400.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"NELSEN, JEFF",Lost-General,Standard,DEMOCRATIC,Open,HOUSE DISTRICT 033,325.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"ELLIOTT, ELAINE",Won-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 002,300.00
TARRANT COUNTY STONEWALL DEMOCRATS,2012,SD,"TULSON, BURTON E (BURT)",Won-General,Standard,REPUBLICAN,Incumbent,HOUSE DISTRICT 002,300.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"HUNT, EVERETT F",Lost-General,Standard,REPUBLICAN,Open,HOUSE DISTRICT 028A,250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"KAISER, DANIEL",Lost-General,Standard,REPUBLICAN,Challenger,HOUSE DISTRICT 002,250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"BURNS, BOB",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 029,250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"NORIN, PATRICIA A",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 017,250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"VAVRECK, JESSE",Lost-General,Standard,DEMOCRATIC,Challenger,HOUSE DISTRICT 013,250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2010,SD,"POND, JAY",Lost-General,Standard,INDEPENDENT,Challenger,HOUSE DISTRICT 035,250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2012,SD,"MERCHANT, PAMELA K",Lost-General,Standard,DEMOCRATIC,Challenger,SENATE DISTRICT 007,250.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"LANDEEN, COREY",Lost-Primary,Standard,REPUBLICAN,Challenger,HOUSE DISTRICT 024,200.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"GRIFFITH, NYLA D",Lost-General,Standard,DEMOCRATIC,Open,SENATE DISTRICT 031,200.00
TARRANT COUNTY STONEWALL DEMOCRATS,2008,SD,"DEADRICK, THOMAS J",Won-General,Standard,REPUBLICAN,Incumbent,HOUSE DISTRICT 021,150.00
